Price,Distance,Bedroom2,Bathroom,Car,YearBuilt
1530000,4.3,3,2,1,1915
865000,4.3,3,1,0,1910
1082000,4.3,3,2,2,2000
835000,9.5,4,2,2,1960
725000,7.9,2,1,1,1975
602000,7.9,2,1,1,1960
830000,7.9,2,2,1,2007
1300000,9.7,3,2,2,1985
1330000,9.7,3,2,1,2001
2050000,9.7,4,3,2,2006
1940000,9.7,5,2,1,1940
1590000,9.7,3,1,1,1955
725000,9.7,2,1,1,1970
705000,23.2,4,2,4,1975
2200000,17.3,4,3,2,2014
420000,11.4,2,1,1,1970
1479000,11.4,4,2,2,1920
1350000,11.4,4,3,2,1950
1655000,13.8,4,2,5,2003
1430000,13.8,3,2,2,1950
667000,35.2,4,2,2,1977
740000,35.2,4,2,2,2004
1080000,17.3,3,2,2,1980
1750800,10.3,3,4,2,2012
1605000,10.3,4,1,2,1948
1035000,10.3,2,1,1,1985
505000,14,3,1,1,2000
663000,6.4,3,2,2,2010
860000,5.2,2,1,1,1890
2545000,5.2,5,3,4,1995
1405000,5.2,3,2,2,1920
460000,5.2,2,1,1,1970
1210000,4,4,2,2,1920
460000,5.2,2,1,1,1970
263100,5.2,1,1,1,1975
1075000,5.2,5,1,1,1940
950000,10.8,4,2,2,2011
1310000,10.8,1,1,1,1999
880000,12.1,4,2,2,2004
1837500,2.4,3,2,1,2014
593000,14.8,4,2,2,2007
1642000,10.4,7,4,2,1950
780000,14.7,3,2,2,1999
1290000,7.7,3,2,2,1997
1930000,8.4,3,2,1,1910
2408000,8.4,4,2,2,1945
4750000,8.4,4,3,2,1996
1100000,1.6,2,2,2,2008
1042000,10.1,3,2,2,2008
1450000,10.1,3,2,2,1940
525000,34.9,4,2,2,2010
300000,8.4,2,1,1,1960
1417500,7.8,2,1,2,1900
510000,11.7,2,1,2,1970
601000,17.9,2,1,1,1972
1145000,17.9,3,1,2,1950
911982,27.1,4,2,3,1996
1040000,16.7,4,2,2,1970
700000,17.5,3,2,2,2006
1460000,3.6,3,1,0,1900
556000,3.6,2,1,0,1968
865000,6.7,3,2,2,1960
1135000,2,2,1,0,1880
900000,2,2,1,0,1890
499000,20.6,3,2,0,1990
506000,20.6,6,2,2,1997
430000,20.6,3,2,1,2010
420000,20.6,3,2,2,2010
570000,2.4,2,2,1,2007
1253000,2.4,2,1,2,1900
637000,23,3,1,2,1960
905000,23,4,2,2,1985
835000,23,4,1,2,1950
610000,14.7,4,2,2,2010
1255000,22.2,4,2,3,2004
595000,22.2,2,1,1,1980
871000,14.3,3,2,2,2010
1451000,14.3,3,2,2,1960
1385000,14.3,3,2,3,1966
1360000,14.3,3,2,2,2007
1850000,27,6,4,4,2011
612500,27,2,1,2,1975
855000,18,6,3,3,1980
855000,18,3,1,1,1985
895000,18,4,3,2,1995
902000,7.2,2,1,0,1940
1410000,7.2,2,1,1,1930
1360000,7.2,3,2,2,1997
500000,19.6,3,2,2,1975
573000,19.6,3,2,2,1990
380500,19.6,3,2,1,2013
465000,19.6,3,2,1,2005
545000,19.6,4,2,2,1985
1980000,7.5,2,1,6,1950
830000,7.5,3,2,1,2011
886000,7.5,3,2,1,2007
280000,7.5,1,1,1,1970
445000,8.2,2,1,1,1970
1050000,7.5,3,3,1,1940
800000,13.1,4,2,4,1960
786000,13.1,2,1,4,1960
577000,13.1,3,1,1,2003
617000,24.8,2,2,1,2011
990000,3.4,2,1,1,1900
455000,5.1,2,1,1,2010
680000,15.4,2,1,1,2001
1400000,38,4,3,2,1890
755000,12.9,3,1,1,1975
635000,12.9,4,2,2,1980
762000,7.3,2,1,1,1875
1501000,7.3,3,2,2,1995
1100000,16.7,4,2,2,1961
1135000,16.7,3,2,2,1980
865000,11.2,3,1,1,1960
362500,11.2,1,1,1,1980
922000,11.2,3,1,1,1960
963500,11.2,3,2,6,1960
740000,16.1,3,1,3,1962
750000,20.4,5,2,2,1980
730000,20.4,4,2,1,2004
770000,20.4,3,2,2,1985
550000,20.4,3,2,2,2013
2550000,13.8,4,2,2,1925
2800000,5.3,4,2,2,1910
2402500,5.3,3,2,2,1900
1955000,5.3,3,1,2,1890
1702000,5.3,3,1,2,1900
3399000,5.3,4,2,2,2002
802500,6.2,2,1,2,1970
441000,6.2,1,1,0,1960
500000,6.2,2,1,1,1970
738000,8.9,2,1,2,1985
800000,8.8,3,1,0,1945
680000,8.8,2,1,1,2013
605000,8.8,3,1,2,1960
580000,8.8,3,1,2,1950
1600000,16,3,2,3,1960
677000,18,4,2,2,1999
737500,18,4,2,2,2004
520000,18.4,3,2,2,1999
553100,18.4,3,2,2,1974
505000,18.4,3,1,1,1995
680000,18.4,4,2,3,1990
442500,18.4,3,1,2,1980
1203500,12.3,3,2,2,2000
1475000,7.8,3,1,2,1950
1640000,7.8,3,1,2,1930
590500,14,3,1,1,1960
895000,14.5,3,1,1,1965
790000,15.5,4,2,3,1980
825000,11.7,3,1,0,1965
400000,3.4,1,1,1,2008
715000,3.4,1,1,0,2006
1300000,5.4,3,1,2,1920
825000,5.4,2,1,3,1995
2258000,7.3,4,1,2,1910
1250000,25.2,4,2,2,2005
520000,14,5,2,3,1972
1218000,23.3,4,2,2,1994
600000,16.3,3,2,2,1980
487000,16.3,3,1,1,1970
572000,16.3,3,1,2,1975
650000,14.6,2,2,2,1995
1700000,5.9,3,2,0,1920
1060000,8.4,3,1,1,1980
530000,4.3,2,1,1,1980
450000,4.3,2,1,1,1940
353000,4.3,2,1,1,2000
1250000,11.4,2,1,2,1920
720000,0,2,1,1,1976
295000,31.7,3,1,4,1975
347500,29.8,4,2,1,1990
410000,31.7,3,2,2,1985
1485000,20,5,2,2,1975
1750000,3,3,2,0,1885
725000,17.9,5,2,2,1970
695000,17.2,2,1,1,2011
655000,17.2,2,1,4,1975
775000,17.2,3,1,2,1975
820000,17.2,3,1,2,1960
883000,17.2,2,1,1,1960
1462000,10.2,4,2,0,1910
960000,16.2,3,2,2,2003
900000,16.2,3,1,1,1980
806000,16.2,3,1,0,1955
980000,16.2,4,3,2,1993
1540000,10.1,4,2,2,1920
470000,10.1,1,1,1,2000
730000,22.7,3,1,4,1963
676000,22.7,3,1,1,1960
805000,22.7,4,2,4,1980
1126000,1.8,2,1,0,1910
799000,1.8,2,1,1,1900
1285000,1.8,3,1,1,1990
1512000,5.3,3,1,0,1905
1260000,5.3,2,1,1,1900
777000,15.4,3,2,2,2014
1225000,12.3,2,1,2,1940
912000,12.3,4,2,2,1997
1565000,11.4,4,3,2,1920
1270000,21.5,2,1,4,1940
1485000,21.5,5,2,2,1940
1137500,21.5,4,2,4,1980
1415000,21.5,3,1,2,1950
876000,8.5,3,1,2,1960
736000,8.5,3,1,0,1950
755000,8.5,3,1,2,1993
478000,8.5,2,1,1,1960
1335000,3.5,2,1,0,1880
545000,3.5,1,1,1,2000
740000,4.6,2,1,1,1940
698000,4.6,2,1,1,1900
780000,4.6,2,1,0,1900
920000,8.4,3,1,2,1950
1115000,8.4,3,1,2,1960
550000,8.4,3,2,1,2012
1171000,8.4,3,1,2,1930
1060000,8.4,5,2,2,1940
617500,8.4,2,1,3,1985
575000,12,2,2,1,2015
635000,12,3,2,2,2009
470000,12,2,1,1,2007
860000,12,3,1,2,1950
615000,2.4,2,2,1,2005
314000,2.4,1,1,1,1970
1341000,2.4,2,1,0,1890
609000,21.3,2,1,2,1970
1100000,8.9,3,2,2,1985
500000,20.6,4,2,2,2006
760000,15.2,2,1,1,1970
2100000,15.2,4,2,2,1945
795000,35.4,4,2,2,1960
1315000,5.1,4,3,2,1950
830000,5.1,2,1,1,1910
940000,5.1,2,1,0,1910
807500,1.9,1,1,0,1900
1430000,2.7,3,3,1,1996
2920000,2.7,4,2,2,1920
400000,2.7,1,1,1,1950
600000,0.7,2,1,1,1993
1387000,16.1,5,3,3,2005
480000,5,1,1,1,1930
535000,31.7,4,2,2,1970
1070000,10.5,3,2,2,1940
750000,10.5,6,2,4,1955
632000,10.5,3,1,1,1950
2505000,10.2,5,2,0,1927
1785000,10.2,3,1,1,1910
1225000,12.4,5,2,2,1980
1375000,12.4,4,2,1,1950
705000,15.3,3,1,2,1975
740000,15.3,3,1,2,1952
745000,7,2,1,1,1975
1225000,7,3,1,0,1920
390000,18.4,3,2,1,2008
695000,12.9,3,1,2,1980
870000,8.9,3,2,2,2000
710000,14.5,4,1,3,1960
570000,14.7,3,1,2,1960
597000,6.4,3,1,1,1995
660000,3.1,2,1,1,1993
500000,16.5,3,1,2,2012
880000,6.8,2,1,2,2000
862000,6.8,3,1,1,1940
595000,25.5,4,2,2,2012
709500,6.3,2,1,1,1970
670000,10.4,3,1,2,2000
720000,9.5,3,1,1,1965
1107500,9.5,3,3,1,2014
1575000,9.7,4,2,2,2007
520000,23.2,2,1,1,1975
380000,11.4,2,1,1,2011
920000,35.2,4,5,2,2014
950000,35.2,4,4,2,2007
485000,13.4,2,1,1,1960
1291000,13.4,3,2,2,1970
775000,25,3,1,2,1970
820000,25,4,2,4,1975
797000,8.6,3,1,2,1960
590000,8.6,2,1,1,1950
1180000,10.5,3,2,2,2011
585000,10.3,2,1,1,1950
1580000,10.3,4,1,2,1970
386000,14,3,1,1,1965
515000,6.4,2,1,2,2012
1515000,5.2,4,2,2,1890
1037000,5.2,3,1,1,1996
1330000,4,3,2,1,1890
937000,4,3,2,1,2000
290000,4,1,1,0,2012
730000,12.1,3,1,1,1960
660000,12.1,3,1,2,1970
1150000,14.7,3,2,2,1965
1600000,14.7,4,2,2,2007
636000,14.8,3,2,2,2000
755000,7.7,2,1,1,1960
750000,10.1,2,1,2,1970
286000,10.1,1,1,1,1960
580010,10.1,2,1,1,1970
1250000,10.1,4,3,2,2005
430000,14.8,3,2,2,2010
360000,14.8,3,1,1,2009
740000,14.8,4,2,2,2008
647000,34.9,4,2,4,2002
636500,8.7,2,1,1,1970
930000,11.7,3,2,1,2011
760000,6.7,2,1,2,1920
876000,6.7,2,2,1,2014
365000,2,1,1,0,1960
1297000,2,3,2,0,1890
865000,23,4,2,2,1975
760000,23,4,2,2,1960
725000,23,3,1,2,1980
1120000,23,4,2,2,2008
930000,24.7,4,2,1,1980
557000,14.8,3,1,2,1985
650000,14.8,3,1,2,1955
806000,22.2,3,2,1,1968
1663000,12.4,4,3,2,1982
1310000,14.3,4,3,2,1970
1530000,14.3,3,2,2,1978
630000,16.1,2,1,1,2000
1300000,8.9,3,1,2,1950
1260000,27,5,6,3,1960
655000,18,3,1,2,2009
435000,7.2,1,1,1,2009
350000,7.2,1,1,0,1960
490000,19.6,3,2,2,2012
417500,19.6,2,1,1,2000
1398000,7.5,3,2,1,1960
664000,24.8,3,2,1,2010
790000,2.1,2,1,2,1930
830000,2.1,2,2,1,2011
456000,2.1,1,1,1,2011
565000,38,3,1,2,1980
810000,38,3,1,2,1960
749000,12.9,4,2,2,1970
260000,7.3,1,1,1,1950
330000,7.3,1,1,1,1960
501000,7.3,2,1,1,1960
1070000,16.7,3,2,1,1970
700000,11.2,4,2,1,1950
400000,11.2,2,1,1,2012
675000,11.2,2,2,1,2011
656000,11.2,4,2,2,2003
866000,16.1,3,2,2,1980
800000,20.4,5,3,2,2008
735000,11.2,3,1,1,1950
595000,11.2,2,2,1,2005
580000,13.8,1,2,1,2012
771000,13.8,2,1,1,1992
622000,33.3,4,2,2,1989
400000,33.3,3,1,1,1998
455000,5.3,1,1,1,1960
615888,6.2,2,1,1,1970
1820000,16,4,2,2,2006
1475000,12.3,5,2,3,1920
2100000,7.8,5,3,2,1960
1320000,7.8,2,1,0,1920
575500,14,2,1,1,1960
635000,14.5,4,2,2,1975
620000,15.5,3,1,4,1985
1005000,11.7,5,3,2,1970
700000,10.4,3,1,1,1970
635000,10.4,3,2,2,2002
390000,3.4,1,1,1,2000
1410000,5.4,3,1,1,1930
811000,26,3,1,3,1957
710500,16.3,3,2,1,1975
752000,16.3,3,1,2,1950
622000,16.3,3,1,2,1970
650000,6.4,3,2,2,2016
435000,6.4,2,2,1,2017
338000,5.9,1,1,1,1970
1340000,4.3,4,1,3,1920
450000,17.4,3,1,1,1970
440000,17.4,3,1,2,1992
550000,31.7,4,2,2,1970
373500,31.7,3,2,2,1980
280500,29.8,2,1,1,1990
640000,20,2,1,1,1972
940000,20,3,1,2,1989
705000,17.9,3,2,2,1970
790000,17.9,4,2,2,1990
704500,17.9,5,3,2,1970
550000,17.9,4,2,1,1970
598000,17.9,5,3,1,1990
592000,17.9,3,1,1,1992
602000,17.9,3,1,1,1977
480000,17.2,2,1,1,2006
735000,28.8,4,2,2,1980
1270000,6.2,4,1,3,1925
650000,26.5,3,2,2,1976
1400000,21.5,4,2,2,2007
1627000,21.5,3,2,2,2007
1850000,14.2,3,1,1,1960
1820000,10.1,4,2,1,1915
785000,1.8,2,2,1,2008
676000,15.4,2,1,1,1970
1002000,15.4,3,1,2,1960
1175000,15.4,4,3,2,2011
1365000,12.3,3,2,2,1960
875000,12.3,3,2,2,2006
774000,15.5,4,2,2,2000
327000,11.4,1,1,1,1960
1900000,11.4,4,2,2,1920
2185000,21.5,4,2,3,2010
1210000,8.5,3,2,1,2012
1003000,4.6,2,2,1,2003
925000,12,3,1,2,1940
351000,12,1,1,1,1950
690000,12,3,1,2,1960
630000,2.4,2,1,1,1970
1725000,19.9,4,2,2,2002
633000,19.9,2,1,2,2005
1090000,21.3,4,1,2,1950
936000,23.5,4,2,2,1980
860000,23.5,3,2,2,2001
850000,15.2,4,3,2,2017
640000,15.5,3,2,2,1990
800000,35.4,4,2,0,1969
1720000,1.9,3,2,2,1998
690000,20.5,3,2,2,2005
875000,20.5,4,2,2,2004
420000,20.5,3,2,2,2011
677500,20.5,4,2,2,2005
600000,2.7,2,1,1,1972
762500,2.7,2,1,1,2003
1855500,2.7,4,2,1,1880
802000,6.2,2,1,1,1900
631000,14,4,1,3,1970
582000,14,3,1,0,1960
468000,5,1,1,1,2000
470000,5,1,1,1,2009
1140000,8.2,4,2,2,2005
750000,8.2,3,2,2,1970
410000,31.7,4,2,2,1986
512500,31.7,4,2,2,1960
830500,10.5,3,1,2,1950
551000,10.5,3,1,2,1974
450000,10.5,3,1,2,1970
586000,18.4,4,2,2,2012
496000,18.4,4,2,2,2008
1635000,15.5,4,3,2,1985
1138000,12.4,3,2,2,1970
477000,27,3,1,1,1960
605000,15.3,3,1,2,1975
610000,15.3,3,1,2,1970
580000,15.3,3,1,2,1975
415000,7,1,1,1,1970
905000,7,2,1,0,1960
577000,4.1,1,1,1,1970
451000,18.4,3,2,2,2010
895000,12.9,4,2,2,1999
586000,12.9,4,1,3,1975
570000,14.7,3,1,1,2000
778000,14.7,3,2,2,2012
1055000,14.7,4,2,2,1997
514000,14.7,4,2,2,2000
529000,14.7,3,2,2,1980
484000,14.7,3,1,0,1960
670000,3.1,2,1,1,1996
510000,3.1,2,1,1,2007
410000,16.5,3,1,2,1970
410000,4.6,1,1,1,1960
478000,27.2,4,2,2,2008
1285000,6.3,3,1,1,1900
1635000,3,3,1,0,1880
1225000,11,3,1,1,1970
767000,11,3,2,1,2005
810000,15.5,4,2,2,1989
1480000,6.3,2,1,2,1925
821000,6.3,2,2,1,2006
1520000,10.2,4,3,2,2012
2299500,10.2,3,2,3,1940
2360000,7.9,4,3,2,1926
1460000,9.7,4,2,2,1955
1700000,11.4,4,2,2,2014
1280000,11.4,4,3,2,2014
1750000,11.4,4,3,2,2013
1100000,13.4,3,1,2,1957
1250000,13.4,4,2,2,1965
730000,10.9,2,2,1,2012
830000,16.1,3,1,2,1962
4050000,10.5,4,4,4,2011
2210000,10.5,4,2,1,1908
1680000,10.3,3,1,2,1920
890000,10.3,2,1,2,1970
632000,14,3,1,4,1960
1310000,5.2,3,1,1,1910
1500000,5.2,4,2,3,1997
1751000,10.8,4,3,4,1998
685000,12.1,4,2,1,1990
725000,12.1,4,1,2,1980
505000,12.1,2,1,2,1995
1253000,12.1,4,2,2,2000
1390000,10.4,4,2,1,1950
2725000,8.4,4,2,2,2006
870000,14.8,4,2,2,2012
552500,34.9,3,2,2,1988
1925000,7.8,4,2,2,1900
995000,11.7,4,2,1,1960
1310000,11.7,5,2,2,2000
1275000,17.9,3,2,2,1960
1200000,17.9,4,2,4,1960
1095000,17.9,3,2,1,1950
1241000,17.5,4,2,2,1950
1250000,16.7,4,1,1,1960
729500,16.7,3,1,1,1970
560000,2,2,1,1,1975
565000,20.6,4,2,2,2012
615000,20.6,4,2,2,2001
548000,20.6,4,2,2,2010
716000,20.6,3,2,6,1995
667500,20.6,4,2,2,2014
730000,23,3,2,2,2007
766000,23,3,2,2,1960
370000,24.7,2,1,1,1990
1680000,7.9,4,2,1,1995
475000,18,3,2,2,1990
898000,21.8,4,3,2,2012
815000,21.8,3,2,3,1980
615000,27.7,6,3,1,1980
1328000,16.1,5,3,3,1980
1300000,1.3,2,2,1,2001
830000,18,3,2,1,1970
762000,18,4,2,2,1980
900000,18,3,2,2,1980
1225000,7.2,3,2,2,2008
3175000,7.2,4,2,3,1900
520000,7.2,2,1,1,1970
550000,19.6,4,2,2,2011
556000,19.6,3,1,1,1980
2165000,7.5,4,2,3,1930
2050000,7.5,5,3,3,1930
1500000,7.5,4,2,2,1940
545000,2.1,1,1,1,2011
3200000,2.1,4,4,0,1862
1705000,3.6,3,1,1,1900
1220000,3.4,3,1,1,1900
455000,5.1,2,1,1,2015
575000,5.1,2,2,1,2000
360000,15.4,1,1,1,1970
850000,38,3,1,1,1968
775000,45.9,3,2,4,1988
629000,12.9,3,1,2,1980
452500,12.9,3,1,0,1970
3400000,7.3,5,3,2,1950
320000,7.3,1,1,0,1960
2165000,7.3,4,3,2,2016
851000,7.3,2,1,1,1960
1311000,16.7,3,2,1,1972
565000,11.2,2,1,2,1995
770000,11.2,3,1,2,1960
714000,16.1,3,1,1,1993
815000,16.1,3,2,2,1980
1345000,13.8,3,1,1,1950
420000,5.3,1,1,1,2004
1857000,5.3,2,1,1,1890
1500000,5.3,3,3,2,1997
1425000,5.3,3,1,1,1930
1910000,5.3,3,2,2,1990
1485000,5.3,3,2,2,1975
505000,6.2,1,1,1,1960
1040000,21.3,3,1,1,1961
912000,21.3,3,2,2,1965
450000,8.9,2,1,0,1998
1645000,8.8,4,2,4,1930
810000,8.8,3,1,3,1940
677500,16,2,1,1,1970
580000,18,4,2,2,2002
1570000,12.3,4,2,1,1900
790000,26.1,5,2,2,1985
550000,14,3,1,2,1950
1225000,3.4,3,2,2,1940
1510000,5.4,3,1,2,1960
1007000,5.4,3,2,1,1977
860000,5.4,2,2,1,1950
570000,6.4,3,1,1,1970
900000,6.4,3,1,1,1936
345000,31.7,4,1,0,2000
463000,16.3,3,2,2,2014
642500,6.4,2,2,1,2015
798000,6.4,3,2,2,2010
710000,6.4,3,2,2,2011
4050000,5.9,4,3,2,1915
1650000,5.9,3,1,2,1880
2020000,5.9,3,2,2,2007
2500000,8.4,3,3,3,1925
2500000,8.4,3,1,2,1950
1200000,4.3,3,2,2,1997
940000,4.3,3,2,2,2012
1200000,11.4,2,1,2,1940
600000,31.7,4,2,2,2005
2025000,20,4,2,2,2010
630000,25.9,4,2,2,2012
881100,16.2,3,2,4,1960
1225000,6.2,3,2,2,1920
1800000,21.5,4,2,2,1950
900000,14.2,3,2,2,2000
2558000,14.2,5,5,2,2015
730000,6.2,3,2,2,2005
1195000,6.2,3,2,2,2017
600000,6.2,2,1,1,1990
1230000,10.4,3,2,1,2016
450000,1.8,2,1,1,1983
1415000,12.3,4,2,3,1970
601000,15.5,2,1,1,1980
370000,11.4,1,1,1,2009
900000,8.5,3,2,1,2014
257500,8.5,1,1,1,1970
257500,8.5,1,1,1,1970
1114000,8.5,3,2,2,2017
520000,14.7,3,2,2,2014
715000,14.7,4,2,2,2006
1480000,3.5,2,2,2,2000
760000,3.5,2,2,1,2013
2635000,4.6,4,2,2,1910
1250000,4.6,2,1,0,1910
400000,4.6,1,1,2,1960
4200000,4.6,4,2,2,1930
626000,4.6,2,1,2,2000
1148000,8.4,4,1,2,1940
935000,12,3,1,2,1960
510000,12,3,2,2,1950
755000,12,4,2,2,1995
325000,12,1,1,1,1970
1200000,12,4,2,2,1940
800000,19.9,3,2,1,2005
1170000,8.9,5,3,3,1975
2255000,15.2,5,3,2,2012
870000,22.2,3,2,2,1981
1800000,1.9,4,3,1,1900
3825000,1.9,4,3,0,1890
485000,20.5,4,2,2,2008
1350000,2.7,2,2,1,1930
410000,2.7,1,1,1,1960
701000,5,2,1,0,1950
1600000,5,4,2,3,1910
2000000,8.2,7,3,4,1999
1610000,8.2,4,3,2,1955
700000,10.5,3,2,1,1950
615000,10.5,2,1,0,1940
2400000,10.2,5,3,2,2016
505000,18.4,4,2,2,2010
560000,18.4,4,2,2,2009
1205000,15.5,4,2,2,1980
1750000,15.5,5,3,2,1990
1350000,15.5,4,2,2,1980
2300000,15.5,5,3,3,1995
1410000,12.4,5,2,2,1975
670000,15.3,3,2,2,1980
1860000,4.1,3,2,2,1930
1400000,4.1,3,2,2,1975
1350000,4.1,3,2,1,1940
980000,17.2,4,2,0,1978
455000,14.7,4,1,4,1983
455000,14.7,3,1,1,1980
1276000,6.4,4,2,1,1945
700000,16.5,3,2,4,1980
1157000,16.7,4,2,2,1971
1100000,16.7,5,2,2,1970
500000,27.2,4,2,1,2005
1142000,6.3,4,3,2,2012
780000,6.3,2,1,1,2013
935000,11,4,2,2,1985
815000,11,3,2,2,2014
440500,15.5,3,1,1,1990
451500,9.4,3,1,1,1965
825000,4.3,3,2,2,2005
425500,4.3,2,1,1,1960
920000,4.3,2,2,0,1910
1306000,4.3,3,1,0,1900
566000,4.3,2,1,1,1972
1420000,10.2,3,1,1,1965
805000,21.5,3,2,2,2006
934000,9.5,4,2,1,1975
2330000,7.9,3,2,4,1970
1721000,9.7,3,2,2,1995
762000,23.2,3,2,2,1980
1070000,13.4,3,1,2,1950
706000,13.4,2,1,1,1940
785000,25,3,2,2,1980
950000,25,4,2,4,1970
2800000,10.5,4,3,2,1900
290000,10.5,1,1,1,1960
570500,14,3,1,1,1965
631000,14,4,2,2,1960
372100,6.4,2,1,1,2000
1350000,5.2,4,2,1,1920
702500,4,2,2,1,2013
275000,5.2,1,1,1,1970
835000,5.2,2,1,1,1950
900000,12.1,10,3,2,2006
710000,12.1,3,1,1,1968
1840000,10.1,3,2,1,1920
430000,10.1,2,1,1,1960
495000,31.2,2,1,1,1980
403500,34.9,2,2,3,2009
361000,7.8,1,1,1,1975
960000,11.7,3,2,2,2000
900000,6.7,3,1,0,1920
365000,2,1,1,0,1960
310000,20.6,2,1,1,2013
662000,23,3,1,1,1950
625500,23,3,1,2,1950
459000,14,3,1,0,1970
560000,18,3,2,2,1995
802000,22.2,3,2,2,1998
800000,22.2,3,2,4,1980
854000,22.2,4,2,2,1975
920000,16.1,3,2,2,2007
904000,16.1,3,1,2,1960
500000,28.8,3,1,3,1955
1440000,8.9,3,1,2,1955
1054000,18,4,3,2,1974
625000,28.5,4,2,2,1980
600000,19.6,3,1,2,1970
630000,19.6,3,2,2,2012
1012000,19.6,4,3,3,2009
565000,19.6,4,2,2,1985
502500,7.5,2,1,1,1980
1410000,7.5,3,2,1,1950
748888,24.8,4,2,4,1960
850000,24.8,4,2,1,1985
490000,2.1,1,1,1,2013
395000,5.1,2,1,1,1970
991000,5.1,2,1,1,1910
945000,15.4,4,2,2,2010
1020000,15.4,2,1,1,1970
506000,38,3,1,4,1984
755000,38,4,1,1,1960
426000,45.9,3,1,1,1950
540000,7.3,2,1,1,1960
960000,16.7,2,1,1,1990
1116500,16.7,5,2,2,1960
610000,16.1,2,1,1,1985
585000,16.1,2,1,1,1965
800000,16.1,3,3,2,1973
800000,16.1,4,2,2,1960
896000,16.1,3,2,1,1970
670000,5.3,2,1,0,1980
600000,5.3,2,1,1,2014
1150000,5.3,3,2,1,2000
1100000,5.3,3,2,1,1999
525000,21.3,2,1,1,1980
650000,8.8,2,1,1,2013
580000,8.8,2,1,2,1955
600000,18,4,2,3,1999
536500,18.4,3,2,4,1972
557000,18.4,3,1,2,1975
705000,15.5,4,2,3,2000
590000,15.5,4,2,2,1980
920000,11.7,3,2,1,1960
1100000,11.7,4,4,2,2011
840000,11.7,3,1,2,1970
860000,11.7,3,1,1,1960
535000,3.4,2,2,1,1998
1080000,5.4,3,2,2,1960
575000,25.2,4,1,2,1975
930000,6.4,3,1,4,1940
650000,6.4,2,2,1,2013
702000,6.4,3,2,2,2000
575000,5.9,2,1,1,1999
675000,4.3,2,1,2,2009
440000,4.3,2,1,2,2003
520000,17.4,3,1,1,1960
520000,17.4,3,1,2,1985
515000,17.4,4,3,0,1985
387000,0,2,1,0,2011
336000,29.8,3,1,1,1975
426000,29.8,4,2,3,1975
610000,20.6,4,2,2,2015
775500,17.9,3,1,4,1980
726000,17.9,3,2,2,1982
710000,17.9,4,1,2,1985
820000,16.2,3,2,2,2010
1301000,16.2,3,2,2,1980
951000,6.2,2,1,1,1900
1425000,6.2,4,2,2,1890
935000,14.3,3,2,2,1985
2248000,14.2,5,5,2,2016
1260000,14.2,3,1,2,1960
960000,18.8,5,2,1,1965
956000,10.1,3,2,1,1994
605000,34.1,3,2,2,1990
950000,10.4,4,1,2,1970
541000,1.8,2,1,1,2004
1307500,5.3,3,2,0,1920
1100000,5.3,3,1,2,1940
1800000,5.3,3,1,2,1950
1211000,16.7,4,3,3,1970
1610000,12.3,4,2,2,1950
1150000,12.3,2,1,3,1970
559000,43.3,4,2,2,2015
435000,47.3,4,2,2,2005
1190000,21.5,3,2,2,2013
503750,21.5,1,1,1,2007
690000,14.7,4,2,2,2012
596000,14.7,4,2,2,2006
698000,14.7,4,2,2,2012
500000,4.6,2,1,1,1960
652000,12,2,1,1,1970
953000,12,3,1,2,1970
468000,12,2,1,1,2012
710000,12,2,2,1,2013
502000,12,2,1,2,2015
800000,2.4,2,2,2,2008
710000,21.3,3,1,2,1989
735000,23.5,3,2,1,1984
755000,23.5,3,2,2,2003
537000,20.6,3,2,2,1994
386000,35.4,2,1,1,1970
763000,35.4,4,2,4,1980
768000,35.4,4,2,3,1970
2800000,1.9,3,2,2,1860
345000,20.5,2,1,1,1999
666000,2.7,2,1,1,2005
401500,2.7,1,1,1,1960
610000,14,2,1,2,1975
550000,14,3,1,1,1965
520000,14,4,2,1,1950
470000,5,2,1,0,1950
860000,10.5,3,1,3,1910
532000,10.5,3,1,1,1985
853000,15.5,4,3,2,1990
328000,7,1,1,1,1970
1140000,4.1,2,2,2,1990
341500,4.3,2,1,1,2012
470000,12.9,2,1,1,1960
1111500,17.2,3,1,0,1960
1045000,14.7,4,3,2,1990
622000,14.7,3,1,1,2012
826000,21.1,3,2,0,1975
655000,14.5,2,1,1,1975
505000,14.7,3,2,4,1987
570000,14.7,3,1,3,1965
335000,14.7,2,1,1,1980
280000,6.4,1,1,1,1970
700000,6.4,3,2,2,2013
800000,16.5,3,2,2,1985
1090000,16.7,5,2,2,1978
1920000,6.8,4,2,0,1900
530000,25.5,4,2,2,2011
631000,25.5,4,2,2,2015
982500,6.3,3,2,2,1945
1400000,6.3,3,3,6,1990
1230000,6.3,3,1,2,1880
1190000,3,2,2,1,2000
1680000,7.5,3,2,2,1965
280000,7.5,1,1,1,1970
310000,7.5,1,1,1,1970
454000,10.4,2,1,1,1985
820000,11,4,2,2,1970
620000,15.5,3,1,2,1975
830000,9.4,3,2,2,1965
805000,9.4,4,2,5,1950
510000,9.4,2,1,1,2001
486000,6.3,2,1,2,1960
855000,4.3,3,1,2,2011
1035000,4.3,2,1,1,1900
1450000,10.2,4,2,1,1965
1060000,10.2,3,2,2,2000
970000,21.5,4,2,2,1960
750000,9.5,3,1,2,1990
800000,9.5,5,2,3,1985
800000,7.9,2,1,1,1960
2400000,9.7,5,4,2,1980
1850000,9.7,4,4,3,1960
